location,country,latitude,longitude,source,comments,review_date,score
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"like gym huge problem it’s really cold here. air conditioning working sure, think it’s necessary almost december. useful would air circulation, bigger number people air breathe. glass wall steamy really easy effects floor next well. don’t want change carpets closest future, looking savings, something please. talked people it’s cause don’t want members. it’s shame became it’s really good gym.",2023-11-30 17:36:00,2
Leicester Walnut Street,GB,52.6244566,-1.1343556,Google,cost membership high. monthly payment roof,2023-11-17 08:14:09,2
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,terrible showers moving gym group road,2023-10-23 13:59:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,nothing works,2023-10-20 16:31:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,water machine working. pay extra,2023-10-18 09:26:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,sports water hydration station working everyone upper package,2023-10-15 18:24:00,2
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"fix showers, maintenance anything gym absolute joke! months",2023-10-15 10:50:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"broken windows, broken water machine, broken showers, broken machines, broken tvs, broken lockers….. went wrong?",2023-10-13 14:30:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,yet sort showers out. fyi removing order sign leaving dirty non working shower fixing issue. causing frustration.,2023-10-11 19:50:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"extremely disappointed state showers. dirty also disrepair, disheartening management unresponsive concerns. lack maintenance attention completely unacceptable. deserve better!",2023-10-11 08:59:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"general feedback, review responses puregym generic usually incorrect. many responses state feedback taken onboard pure gym take feedback inprove members. sadly case. usually feedback ignored changes implemented. it’s also clear generic response team don’t know local gym environment commenting on, making excuses for. another disappointing reason puregym number one members :(",2023-10-09 22:47:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Google,many gym rules enforced. bags aren’t brought gym area yet members constantly bring large holdalls gym area staff nothing it. members wearing footwear gym. wander around socks. members using pieces equipment once. throwing bags sweaters form reserving equipment. think what’s happened issues haven’t addressed early days it’s gone far police it. gym rules aren’t clearly signed gym area. there’s sign return weights that’s far goes. can’t sign bags erected? can’t sign footwear worn times erected? can’t use excuse cheap reason completely ignore health safety gym.,2023-10-07 21:03:24,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"website boasts free parking. wrongly made assumption members people using free workplace parking football parking gym members. fed queuing whilst watching people return work cars, witness people parking walking leicester stadium evening match. get anpr puregym strapped cash cannot support members use free parking. soon won’t worth member i’m paying people park cars free able use facilities",2023-10-06 13:06:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,showers dirty,2023-10-02 08:58:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,showers order,2023-09-30 12:56:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,male changing rooms don’t showers? female disabled ones also state? feels quite discriminatory.,2023-09-29 10:49:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,showers working. reports ignored. terrible terrible service gym management feedback social channels. stop promotions start fixing poor poor state gym,2023-09-27 17:52:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,showers working,2023-09-26 12:21:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,like others said. showers need fixing. cleaning needs better,2023-09-25 14:22:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,sort showers,2023-09-24 13:51:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"members getting frustrated fed lack action men’s showers specifically failing repair failing clean them. firmly pure gym hq team… complained gym, raised concerns green mould smell. written reviews contacted gym directors leeds. every single request ignored. taken samples mould evening sent environmental health.",2023-09-23 22:25:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"car park unusable match days…either police put anpr. it’s horrible busy periods is, let alone match days. edit following generic response…. suggested manager (and previous managers), i’ve seen others suggest this…. even replied reviews gym don’t car park. lease site, covered cctv used covered anpr removed it…. sure ? confirm cost decision?",2023-09-23 20:07:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"puregym management i.e rebecca passmore uk team, support gym fix problems members report….. generic response sorry it’s star, contact gym manager…. it’s clear don’t resources approval cost fix problems (which isn’t fault)…… increased cost gym membership yet cannot provide clean, safe, enjoyable place workout. list things resolve priority - mens showers - fix showers, remove mould, smell fix water pressure - clean gym better - dust everywhere - police car parking use anpr required - fix many machines constantly break also side note, puregym leicester looking great, well kept, invested in. replicate walnut street. giving lick paint update it. might actually make members feel getting value moneys",2023-09-20 11:33:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,thanks pure gym late work yesterday evening you’ve bothered fix showers months. wait car park wait shower. get plumber!,2023-09-20 09:01:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,sure get stock answer actual action like many peoples feedback. walnut street showers shocking. either order work full mould dirty. would thought law would keep clean. mould shocking. question mould could affect people’s health? would speak gym managers gone missing….,2023-09-15 20:09:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"pure gym hq - please support gym manager deputy manager fix showers. members becoming unhappy situation (and also fed waiting working shower available, often late work). surely it’s hard get maintenance team plumber? you’ve managed refit leicester gym. one cannot even provide cleaner team fix showers.",2023-09-15 09:08:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"gym managers? showers use months, apart dirty ones also broken (at least usable). never cleaned. communication issue presence gym management. please issue? gym closing ?",2023-09-13 11:33:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,please fix showers,2023-09-07 18:54:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Google,showers mouldy majority doesn’t work ! join dirty unorganised gym,2023-09-05 21:01:57,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,unable park car wait sometimes half hour,2023-08-31 21:13:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,couldn’t find manager last times i’ve in. trying report showers. keep going hot cold.,2023-08-30 11:10:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"pts friendly supportive! keep great work… shame it’s let dirty machines, toilets dust",2023-08-29 17:46:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"find really hard access gym due people using car park workplace home parking. often attend work appreciate peak time witnesses people week week walking work car others manage park walk car park towards city it’s unacceptable. car park never policed. get anpr give people 2/3 hours free parking. surely it’s hard fix large long standing problem. similarly showers. long standing problem, easy fix. either refit showers good standard keep clean fix clean up. usually stand workout waiting one two showers become free. it’s frustrating pure gym management constantly ignore issues raised don’t bother fix ones clearly viable them. maybe haven’t observed long standing car parking issues inspected showers months note two order. specifically shower issue it’s complete lack communication plan resolve issue. knows ?",2023-08-28 08:56:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"please sort showers out. it’s beyond joke now. working showers. working 2, stink moldy. many members completely fed lack action issue.",2023-08-25 09:33:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"rundown dirty finding really hard workout without sneezing gym. lots dust various surfaces, especially top wall divides vending machines. sure pure gym could checklist cleaning area's missed.",2023-08-23 14:01:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,showers - please resolve long standing issue. available showers months now. please call plumber.......,2023-08-23 09:17:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,plese clean fix showers,2023-08-22 09:45:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Google,avoid gym cost air con never working roof leaking causing equipment go rust machines always broke top manager celine barrow banned membership accidentally left dumbbell yet always plates floor cable attachment floor barbells floor banned membership dumbbell never stepping foot inside pure gym,2023-08-22 09:00:22,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"rundown unhygienic toilets particularly dirty, excrement walls standards kept to, machines ever cleaned? covid seems along time ago, feels like place cleaned since restrictions lifted.",2023-08-21 18:11:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"hot sweaty. although expect workouts hard work. would made comfortable cooler aircon. weirdly, changing rooms freezing.... maybe cool changing rooms sets.",2023-08-21 15:20:00,1
Leicester Walnut Street,GB,52.6244566,-1.1343556,Trustpilot,"another visit, another gym shower bites dust. two working (but dirty) showers. great waiting shower peak time half naked. please please please invest showers clean work.",2023-08-21 15:14:00,1
